geo,proorismos,typos,nyxtes,pososto,typos_onoma,proorismos_onoma,einai_athroisma,xora,kratos_melos,xora_krisis,einai_ellada,einai_ee
LT,DOM,TOTAL,9292257.0,100.0,ΣΥΝΟΛΟ,Εντός της χώρας,True,Λιθουανία,True,False,False,False
LU,DOM,TOTAL,511046.0,100.0,ΣΥΝΟΛΟ,Εντός της χώρας,True,Λουξεμβούργο,True,False,False,False
LV,DOM,TOTAL,6852627.0,100.0,ΣΥΝΟΛΟ,Εντός της χώρας,True,Λετονία,True,False,False,False
MT,DOM,TOTAL,1116590.0,100.0,ΣΥΝΟΛΟ,Εντός της χώρας,True,Μάλτα,True,False,False,False
NL,DOM,TOTAL,75841724.0,100.0,ΣΥΝΟΛΟ,Εντός της χώρας,True,Ολλανδία,True,False,False,False
PL,DOM,TOTAL,229264302.0,100.0,ΣΥΝΟΛΟ,Εντός της χώρας,True,Πολωνία,True,False,False,False
PT,DOM,TOTAL,56507792.0,100.0,ΣΥΝΟΛΟ,Εντός της χώρας,True,Πορτογαλία,True,True,False,False
RO,DOM,TOTAL,65173624.0,100.0,ΣΥΝΟΛΟ,Εντός της χώρας,True,Ρουμανία,True,False,False,False
SE,DOM,TOTAL,168173135.0,100.0,ΣΥΝΟΛΟ,Εντός της χώρας,True,Σουηδία,True,False,False,False
SI,DOM,TOTAL,7479955.0,100.0,ΣΥΝΟΛΟ,Εντός της χώρας,True,Σλοβενία,True,False,False,False
SK,DOM,TOTAL,23405439.0,100.0,ΣΥΝΟΛΟ,Εντός της χώρας,True,Σλοβακία,True,False,False,False
AT,DOM,TOT_NR,16606685.0,39.1,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Αυστρία,True,False,False,False
BE,DOM,TOT_NR,5510254.0,33.9,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Βέλγιο,True,False,False,False
BG,DOM,TOT_NR,4662977.0,31.7,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Βουλγαρία,True,False,False,False
CY,DOM,TOT_NR,2601706.0,55.2,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Κύπρος,True,True,False,False
CZ,DOM,TOT_NR,51575462.0,67.5,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Τσεχία,True,False,False,False
DE,DOM,TOT_NR,201175025.0,39.0,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Γερμανία,True,False,False,False
DK,DOM,TOT_NR,24312437.0,56.6,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Δανία,True,False,False,False
EE,DOM,TOT_NR,3971732.0,60.9,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Εσθονία,True,False,False,False
EL,DOM,TOT_NR,46226271.0,76.5,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Ελλάδα,True,True,True,False
ES,DOM,TOT_NR,322958548.0,65.4,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Ισπανία,True,True,False,False
EU27_2020,DOM,TOT_NR,1699665424.0,55.3,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Ευρωπαϊκή Ένωση (27),False,False,False,True
FI,DOM,TOT_NR,60883480.0,77.1,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Φινλανδία,True,False,False,False
FR,DOM,TOT_NR,508034940.0,62.6,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Γαλλία,True,False,False,False
HR,DOM,TOT_NR,12316403.0,60.9,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Κροατία,True,False,False,False
HU,DOM,TOT_NR,14148126.0,44.4,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Ουγγαρία,True,False,False,False
IE,DOM,TOT_NR,15197355.0,52.3,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Ιρλανδία,True,True,False,False
IT,DOM,TOT_NR,84521329.0,46.7,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Ιταλία,True,True,False,False
LT,DOM,TOT_NR,4160041.0,44.8,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Λιθουανία,True,False,False,False
LU,DOM,TOT_NR,346945.0,67.9,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Λουξεμβούργο,True,False,False,False
LV,DOM,TOT_NR,5452377.0,79.6,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Λετονία,True,False,False,False
MT,DOM,TOT_NR,465254.0,41.7,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Μάλτα,True,False,False,False
NL,DOM,TOT_NR,23917455.0,31.5,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Ολλανδία,True,False,False,False
PL,DOM,TOT_NR,93962895.0,41.0,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Πολωνία,True,False,False,False
PT,DOM,TOT_NR,40498979.0,71.7,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Πορτογαλία,True,True,False,False
RO,DOM,TOT_NR,33169424.0,50.9,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Ρουμανία,True,False,False,False
SE,DOM,TOT_NR,109879174.0,65.3,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Σουηδία,True,False,False,False
SI,DOM,TOT_NR,4790985.0,64.1,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Σλοβενία,True,False,False,False
SK,DOM,TOT_NR,8319166.0,35.5,ΣΥΝΟΛΟ μη πληρωμένο,Εντός της χώρας,True,Σλοβακία,True,False,False,False
AT,DOM,TOT_R,25832678.0,60.9,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Αυστρία,True,False,False,False
BE,DOM,TOT_R,10739084.0,66.1,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Βέλγιο,True,False,False,False
BG,DOM,TOT_R,10033398.0,68.3,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Βουλγαρία,True,False,False,False
CY,DOM,TOT_R,2109882.0,44.8,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Κύπρος,True,True,False,False
CZ,DOM,TOT_R,24800371.0,32.5,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Τσεχία,True,False,False,False
DE,DOM,TOT_R,315086570.0,61.0,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Γερμανία,True,False,False,False
DK,DOM,TOT_R,18611667.0,43.4,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Δανία,True,False,False,False
EE,DOM,TOT_R,2546708.0,39.1,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Εσθονία,True,False,False,False
EL,DOM,TOT_R,14216853.0,23.5,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Ελλάδα,True,True,True,False
ES,DOM,TOT_R,170877564.0,34.6,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Ισπανία,True,True,False,False
EU27_2020,DOM,TOT_R,1371723218.0,44.7,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Ευρωπαϊκή Ένωση (27),False,False,False,True
FI,DOM,TOT_R,18107111.0,22.9,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Φινλανδία,True,False,False,False
FR,DOM,TOT_R,303983422.0,37.4,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Γαλλία,True,False,False,False
HR,DOM,TOT_R,7900384.0,39.1,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Κροατία,True,False,False,False
HU,DOM,TOT_R,17734812.0,55.6,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Ουγγαρία,True,False,False,False
IE,DOM,TOT_R,13877488.0,47.7,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Ιρλανδία,True,True,False,False
IT,DOM,TOT_R,96609431.0,53.3,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Ιταλία,True,True,False,False
LT,DOM,TOT_R,5132217.0,55.2,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Λιθουανία,True,False,False,False
LU,DOM,TOT_R,164101.0,32.1,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Λουξεμβούργο,True,False,False,False
LV,DOM,TOT_R,1400250.0,20.4,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Λετονία,True,False,False,False
MT,DOM,TOT_R,651336.0,58.3,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Μάλτα,True,False,False,False
NL,DOM,TOT_R,51924269.0,68.5,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Ολλανδία,True,False,False,False
PL,DOM,TOT_R,135301406.0,59.0,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Πολωνία,True,False,False,False
PT,DOM,TOT_R,16008813.0,28.3,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Πορτογαλία,True,True,False,False
RO,DOM,TOT_R,32004200.0,49.1,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Ρουμανία,True,False,False,False
SE,DOM,TOT_R,58293961.0,34.7,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Σουηδία,True,False,False,False
SI,DOM,TOT_R,2688970.0,35.9,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Σλοβενία,True,False,False,False
SK,DOM,TOT_R,15086273.0,64.5,ΣΥΝΟΛΟ πληρωμένο,Εντός της χώρας,True,Σλοβακία,True,False,False,False
AT,FOR,NR_OTH,4437681.0,4.5,Άλλο μη πληρωμένο,Εξωτερικό,False,Αυστρία,True,False,False,False
BE,FOR,NR_OTH,3329866.0,2.6,Άλλο μη πληρωμένο,Εξωτερικό,False,Βέλγιο,True,False,False,False
BG,FOR,NR_OTH,,,Άλλο μη πληρωμένο,Εξωτερικό,False,Βουλγαρία,True,False,False,False
CY,FOR,NR_OTH,,,Άλλο μη πληρωμένο,Εξωτερικό,False,Κύπρος,True,True,False,False
CZ,FOR,NR_OTH,,,Άλλο μη πληρωμένο,Εξωτερικό,False,Τσεχία,True,False,False,False
DE,FOR,NR_OTH,43406412.0,4.7,Άλλο μη πληρωμένο,Εξωτερικό,False,Γερμανία,True,False,False,False
DK,FOR,NR_OTH,659717.0,0.9,Άλλο μη πληρωμένο,Εξωτερικό,False,Δανία,True,False,False,False
EE,FOR,NR_OTH,121806.0,1.4,Άλλο μη πληρωμένο,Εξωτερικό,False,Εσθονία,True,False,False,False
EL,FOR,NR_OTH,,,Άλλο μη πληρωμένο,Εξωτερικό,False,Ελλάδα,True,True,True,False
ES,FOR,NR_OTH,2769533.0,2.1,Άλλο μη πληρωμένο,Εξωτερικό,False,Ισπανία,True,True,False,False
EU27_2020,FOR,NR_OTH,72904166.0,2.9,Άλλο μη πληρωμένο,Εξωτερικό,False,Ευρωπαϊκή Ένωση (27),False,False,False,True
FI,FOR,NR_OTH,812682.0,1.5,Άλλο μη πληρωμένο,Εξωτερικό,False,Φινλανδία,True,False,False,False
FR,FOR,NR_OTH,3372114.0,1.6,Άλλο μη πληρωμένο,Εξωτερικό,False,Γαλλία,True,False,False,False
HR,FOR,NR_OTH,,,Άλλο μη πληρωμένο,Εξωτερικό,False,Κροατία,True,False,False,False
HU,FOR,NR_OTH,378399.0,1.2,Άλλο μη πληρωμένο,Εξωτερικό,False,Ουγγαρία,True,False,False,False
IE,FOR,NR_OTH,711129.0,1.1,Άλλο μη πληρωμένο,Εξωτερικό,False,Ιρλανδία,True,True,False,False
IT,FOR,NR_OTH,,,Άλλο μη πληρωμένο,Εξωτερικό,False,Ιταλία,True,True,False,False
LT,FOR,NR_OTH,199654.0,1.6,Άλλο μη πληρωμένο,Εξωτερικό,False,Λιθουανία,True,False,False,False
LU,FOR,NR_OTH,1066602.0,5.4,Άλλο μη πληρωμένο,Εξωτερικό,False,Λουξεμβούργο,True,False,False,False
LV,FOR,NR_OTH,,,Άλλο μη πληρωμένο,Εξωτερικό,False,Λετονία,True,False,False,False
MT,FOR,NR_OTH,52851.0,1.1,Άλλο μη πληρωμένο,Εξωτερικό,False,Μάλτα,True,False,False,False
NL,FOR,NR_OTH,7422454.0,3.4,Άλλο μη πληρωμένο,Εξωτερικό,False,Ολλανδία,True,False,False,False
PL,FOR,NR_OTH,326484.0,0.3,Άλλο μη πληρωμένο,Εξωτερικό,False,Πολωνία,True,False,False,False
PT,FOR,NR_OTH,734547.0,4.0,Άλλο μη πληρωμένο,Εξωτερικό,False,Πορτογαλία,True,True,False,False
RO,FOR,NR_OTH,,,Άλλο μη πληρωμένο,Εξωτερικό,False,Ρουμανία,True,False,False,False
SE,FOR,NR_OTH,,,Άλλο μη πληρωμένο,Εξωτερικό,False,Σουηδία,True,False,False,False
SI,FOR,NR_OTH,834608.0,3.8,Άλλο μη πληρωμένο,Εξωτερικό,False,Σλοβενία,True,False,False,False
SK,FOR,NR_OTH,,,Άλλο μη πληρωμένο,Εξωτερικό,False,Σλοβακία,True,False,False,False
AT,FOR,NR_OWN,4892303.0,5.0,Δικό τους σπίτι,Εξωτερικό,False,Αυστρία,True,False,False,False
BE,FOR,NR_OWN,9553989.0,7.3,Δικό τους σπίτι,Εξωτερικό,False,Βέλγιο,True,False,False,False
BG,FOR,NR_OWN,,,Δικό τους σπίτι,Εξωτερικό,False,Βουλγαρία,True,False,False,False
CY,FOR,NR_OWN,1387005.0,11.3,Δικό τους σπίτι,Εξωτερικό,False,Κύπρος,True,True,False,False
CZ,FOR,NR_OWN,,,Δικό τους σπίτι,Εξωτερικό,False,Τσεχία,True,False,False,False
DE,FOR,NR_OWN,71298629.0,7.7,Δικό τους σπίτι,Εξωτερικό,False,Γερμανία,True,False,False,False
DK,FOR,NR_OWN,5287515.0,7.3,Δικό τους σπίτι,Εξωτερικό,False,Δανία,True,False,False,False
EE,FOR,NR_OWN,,,Δικό τους σπίτι,Εξωτερικό,False,Εσθονία,True,False,False,False
EL,FOR,NR_OWN,845266.0,10.8,Δικό τους σπίτι,Εξωτερικό,False,Ελλάδα,True,True,True,False
ES,FOR,NR_OWN,5839863.0,4.3,Δικό τους σπίτι,Εξωτερικό,False,Ισπανία,True,True,False,False
EU27_2020,FOR,NR_OWN,162040791.0,6.5,Δικό τους σπίτι,Εξωτερικό,False,Ευρωπαϊκή Ένωση (27),False,False,False,True
FI,FOR,NR_OWN,3982967.0,7.5,Δικό τους σπίτι,Εξωτερικό,False,Φινλανδία,True,False,False,False
FR,FOR,NR_OWN,7939763.0,3.7,Δικό τους σπίτι,Εξωτερικό,False,Γαλλία,True,False,False,False
HR,FOR,NR_OWN,591785.0,6.0,Δικό τους σπίτι,Εξωτερικό,False,Κροατία,True,False,False,False
HU,FOR,NR_OWN,189425.0,0.6,Δικό τους σπίτι,Εξωτερικό,False,Ουγγαρία,True,False,False,False
IE,FOR,NR_OWN,2199811.0,3.4,Δικό τους σπίτι,Εξωτερικό,False,Ιρλανδία,True,True,False,False
IT,FOR,NR_OWN,,,Δικό τους σπίτι,Εξωτερικό,False,Ιταλία,True,True,False,False
LT,FOR,NR_OWN,,,Δικό τους σπίτι,Εξωτερικό,False,Λιθουανία,True,False,False,False
LU,FOR,NR_OWN,2419865.0,12.3,Δικό τους σπίτι,Εξωτερικό,False,Λουξεμβούργο,True,False,False,False
LV,FOR,NR_OWN,,,Δικό τους σπίτι,Εξωτερικό,False,Λετονία,True,False,False,False
MT,FOR,NR_OWN,325613.0,7.1,Δικό τους σπίτι,Εξωτερικό,False,Μάλτα,True,False,False,False
NL,FOR,NR_OWN,20058359.0,9.3,Δικό τους σπίτι,Εξωτερικό,False,Ολλανδία,True,False,False,False
PL,FOR,NR_OWN,1652341.0,1.4,Δικό τους σπίτι,Εξωτερικό,False,Πολωνία,True,False,False,False
PT,FOR,NR_OWN,486168.0,2.7,Δικό τους σπίτι,Εξωτερικό,False,Πορτογαλία,True,True,False,False
RO,FOR,NR_OWN,,,Δικό τους σπίτι,Εξωτερικό,False,Ρουμανία,True,False,False,False
SE,FOR,NR_OWN,,,Δικό τους σπίτι,Εξωτερικό,False,Σουηδία,True,False,False,False
SI,FOR,NR_OWN,3278588.0,14.8,Δικό τους σπίτι,Εξωτερικό,False,Σλοβενία,True,False,False,False
SK,FOR,NR_OWN,,,Δικό τους σπίτι,Εξωτερικό,False,Σλοβακία,True,False,False,False
AT,FOR,NR_RF,18809804.0,19.1,Συγγενείς και φίλοι,Εξωτερικό,False,Αυστρία,True,False,False,False
BE,FOR,NR_RF,30283760.0,23.3,Συγγενείς και φίλοι,Εξωτερικό,False,Βέλγιο,True,False,False,False
BG,FOR,NR_RF,1843540.0,26.4,Συγγενείς και φίλοι,Εξωτερικό,False,Βουλγαρία,True,False,False,False
CY,FOR,NR_RF,4432530.0,36.2,Συγγενείς και φίλοι,Εξωτερικό,False,Κύπρος,True,True,False,False
CZ,FOR,NR_RF,7105706.0,15.0,Συγγενείς και φίλοι,Εξωτερικό,False,Τσεχία,True,False,False,False
DE,FOR,NR_RF,107870464.0,11.6,Συγγενείς και φίλοι,Εξωτερικό,False,Γερμανία,True,False,False,False
DK,FOR,NR_RF,10177401.0,14.1,Συγγενείς και φίλοι,Εξωτερικό,False,Δανία,True,False,False,False
EE,FOR,NR_RF,2252026.0,25.8,Συγγενείς και φίλοι,Εξωτερικό,False,Εσθονία,True,False,False,False
EL,FOR,NR_RF,3235494.0,41.4,Συγγενείς και φίλοι,Εξωτερικό,False,Ελλάδα,True,True,True,False
ES,FOR,NR_RF,56049150.0,41.6,Συγγενείς και φίλοι,Εξωτερικό,False,Ισπανία,True,True,False,False
EU27_2020,FOR,NR_RF,489771672.0,19.6,Συγγενείς και φίλοι,Εξωτερικό,False,Ευρωπαϊκή Ένωση (27),False,False,False,True
FI,FOR,NR_RF,9664058.0,18.2,Συγγενείς και φίλοι,Εξωτερικό,False,Φινλανδία,True,False,False,False
FR,FOR,NR_RF,40581618.0,18.7,Συγγενείς και φίλοι,Εξωτερικό,False,Γαλλία,True,False,False,False
HR,FOR,NR_RF,3849735.0,39.1,Συγγενείς και φίλοι,Εξωτερικό,False,Κροατία,True,False,False,False
HU,FOR,NR_RF,6343100.0,19.6,Συγγενείς και φίλοι,Εξωτερικό,False,Ουγγαρία,True,False,False,False
IE,FOR,NR_RF,16963495.0,26.4,Συγγενείς και φίλοι,Εξωτερικό,False,Ιρλανδία,True,True,False,False
IT,FOR,NR_RF,23205879.0,34.5,Συγγενείς και φίλοι,Εξωτερικό,False,Ιταλία,True,True,False,False
LT,FOR,NR_RF,4148256.0,33.1,Συγγενείς και φίλοι,Εξωτερικό,False,Λιθουανία,True,False,False,False
LU,FOR,NR_RF,5591896.0,28.4,Συγγενείς και φίλοι,Εξωτερικό,False,Λουξεμβούργο,True,False,False,False
LV,FOR,NR_RF,1765760.0,21.0,Συγγενείς και φίλοι,Εξωτερικό,False,Λετονία,True,False,False,False
MT,FOR,NR_RF,894746.0,19.4,Συγγενείς και φίλοι,Εξωτερικό,False,Μάλτα,True,False,False,False
NL,FOR,NR_RF,28530905.0,13.2,Συγγενείς και φίλοι,Εξωτερικό,False,Ολλανδία,True,False,False,False
PL,FOR,NR_RF,53414979.0,46.0,Συγγενείς και φίλοι,Εξωτερικό,False,Πολωνία,True,False,False,False
PT,FOR,NR_RF,5255367.0,28.9,Συγγενείς και φίλοι,Εξωτερικό,False,Πορτογαλία,True,True,False,False
RO,FOR,NR_RF,4608500.0,33.6,Συγγενείς και φίλοι,Εξωτερικό,False,Ρουμανία,True,False,False,False
SE,FOR,NR_RF,34666216.0,22.5,Συγγενείς και φίλοι,Εξωτερικό,False,Σουηδία,True,False,False,False
SI,FOR,NR_RF,3954231.0,17.9,Συγγενείς και φίλοι,Εξωτερικό,False,Σλοβενία,True,False,False,False
SK,FOR,NR_RF,4273055.0,16.9,Συγγενείς και φίλοι,Εξωτερικό,False,Σλοβακία,True,False,False,False
AT,FOR,R_APT,12455569.0,12.6,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Αυστρία,True,False,False,False
BE,FOR,R_APT,32590282.0,25.0,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Βέλγιο,True,False,False,False
BG,FOR,R_APT,905249.0,13.0,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Βουλγαρία,True,False,False,False
CY,FOR,R_APT,1695772.0,13.8,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Κύπρος,True,True,False,False
CZ,FOR,R_APT,7282524.0,15.3,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Τσεχία,True,False,False,False
DE,FOR,R_APT,224434140.0,24.2,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Γερμανία,True,False,False,False
DK,FOR,R_APT,16746804.0,23.1,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Δανία,True,False,False,False
EE,FOR,R_APT,2141921.0,24.5,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Εσθονία,True,False,False,False
EL,FOR,R_APT,752279.0,9.6,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Ελλάδα,True,True,True,False
ES,FOR,R_APT,19562657.0,14.5,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Ισπανία,True,True,False,False
EU27_2020,FOR,R_APT,511887331.0,20.5,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Ευρωπαϊκή Ένωση (27),False,False,False,True
FI,FOR,R_APT,13972608.0,26.3,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Φινλανδία,True,False,False,False
FR,FOR,R_APT,43263122.0,19.9,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Γαλλία,True,False,False,False
HR,FOR,R_APT,1722937.0,17.5,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Κροατία,True,False,False,False
HU,FOR,R_APT,6789621.0,21.0,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Ουγγαρία,True,False,False,False
IE,FOR,R_APT,13165269.0,20.5,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Ιρλανδία,True,True,False,False
IT,FOR,R_APT,7370857.0,11.0,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Ιταλία,True,True,False,False
LT,FOR,R_APT,2676293.0,21.4,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Λιθουανία,True,False,False,False
LU,FOR,R_APT,2802992.0,14.2,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Λουξεμβούργο,True,False,False,False
LV,FOR,R_APT,1535758.0,18.3,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Λετονία,True,False,False,False
MT,FOR,R_APT,958068.0,20.8,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Μάλτα,True,False,False,False
NL,FOR,R_APT,59749304.0,27.7,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Ολλανδία,True,False,False,False
PL,FOR,R_APT,10221219.0,8.8,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Πολωνία,True,False,False,False
PT,FOR,R_APT,1811439.0,10.0,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Πορτογαλία,True,True,False,False
RO,FOR,R_APT,344241.0,2.5,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Ρουμανία,True,False,False,False
SE,FOR,R_APT,17277223.0,11.2,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Σουηδία,True,False,False,False
SI,FOR,R_APT,5779579.0,26.1,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Σλοβενία,True,False,False,False
SK,FOR,R_APT,3879605.0,15.4,Ενοικιαζόμενο διαμέρισμα,Εξωτερικό,False,Σλοβακία,True,False,False,False
AT,FOR,R_CAMP,6935034.0,7.0,Κάμπινγκ,Εξωτερικό,False,Αυστρία,True,False,False,False
BE,FOR,R_CAMP,9740996.0,7.5,Κάμπινγκ,Εξωτερικό,False,Βέλγιο,True,False,False,False
BG,FOR,R_CAMP,,,Κάμπινγκ,Εξωτερικό,False,Βουλγαρία,True,False,False,False
CY,FOR,R_CAMP,,,Κάμπινγκ,Εξωτερικό,False,Κύπρος,True,True,False,False
CZ,FOR,R_CAMP,1705972.0,3.6,Κάμπινγκ,Εξωτερικό,False,Τσεχία,True,False,False,False
DE,FOR,R_CAMP,85016624.0,9.2,Κάμπινγκ,Εξωτερικό,False,Γερμανία,True,False,False,False
DK,FOR,R_CAMP,4398488.0,6.1,Κάμπινγκ,Εξωτερικό,False,Δανία,True,False,False,False
EE,FOR,R_CAMP,,,Κάμπινγκ,Εξωτερικό,False,Εσθονία,True,False,False,False
ES,FOR,R_CAMP,2709270.0,2.0,Κάμπινγκ,Εξωτερικό,False,Ισπανία,True,True,False,False
EU27_2020,FOR,R_CAMP,149802787.0,6.0,Κάμπινγκ,Εξωτερικό,False,Ευρωπαϊκή Ένωση (27),False,False,False,True
FI,FOR,R_CAMP,668340.0,1.3,Κάμπινγκ,Εξωτερικό,False,Φινλανδία,True,False,False,False
FR,FOR,R_CAMP,5606273.0,2.6,Κάμπινγκ,Εξωτερικό,False,Γαλλία,True,False,False,False
HR,FOR,R_CAMP,,,Κάμπινγκ,Εξωτερικό,False,Κροατία,True,False,False,False
HU,FOR,R_CAMP,1064835.0,3.3,Κάμπινγκ,Εξωτερικό,False,Ουγγαρία,True,False,False,False
IE,FOR,R_CAMP,2884777.0,4.5,Κάμπινγκ,Εξωτερικό,False,Ιρλανδία,True,True,False,False
IT,FOR,R_CAMP,1884560.0,2.8,Κάμπινγκ,Εξωτερικό,False,Ιταλία,True,True,False,False
LT,FOR,R_CAMP,55293.0,0.4,Κάμπινγκ,Εξωτερικό,False,Λιθουανία,True,False,False,False
LU,FOR,R_CAMP,591260.0,3.0,Κάμπινγκ,Εξωτερικό,False,Λουξεμβούργο,True,False,False,False
LV,FOR,R_CAMP,,,Κάμπινγκ,Εξωτερικό,False,Λετονία,True,False,False,False
MT,FOR,R_CAMP,,,Κάμπινγκ,Εξωτερικό,False,Μάλτα,True,False,False,False
NL,FOR,R_CAMP,19436198.0,9.0,Κάμπινγκ,Εξωτερικό,False,Ολλανδία,True,False,False,False
PL,FOR,R_CAMP,1406506.0,1.2,Κάμπινγκ,Εξωτερικό,False,Πολωνία,True,False,False,False
PT,FOR,R_CAMP,131025.0,0.7,Κάμπινγκ,Εξωτερικό,False,Πορτογαλία,True,True,False,False
RO,FOR,R_CAMP,,,Κάμπινγκ,Εξωτερικό,False,Ρουμανία,True,False,False,False
SE,FOR,R_CAMP,,,Κάμπινγκ,Εξωτερικό,False,Σουηδία,True,False,False,False
SI,FOR,R_CAMP,2667277.0,12.1,Κάμπινγκ,Εξωτερικό,False,Σλοβενία,True,False,False,False
SK,FOR,R_CAMP,,,Κάμπινγκ,Εξωτερικό,False,Σλοβακία,True,False,False,False
AT,FOR,R_HOT,46559907.0,47.2,Ξενοδοχείο,Εξωτερικό,False,Αυστρία,True,False,False,False
BE,FOR,R_HOT,41642830.0,32.0,Ξενοδοχείο,Εξωτερικό,False,Βέλγιο,True,False,False,False
BG,FOR,R_HOT,3965471.0,56.9,Ξενοδοχείο,Εξωτερικό,False,Βουλγαρία,True,False,False,False
